index,query,result_title,result_summary,expected_tag,llm_tag,llm_reason,confidence,is_correct,case_key,reviewed
83.0,鬼吹灯 小说,晚上 睡觉 吹灯 的 危害,老中医告诉你为什么睡觉前不能用力吹气。,query理解有误,query理解有误,第一步：宏观领域跨界与多义词排雷。用户查询'鬼吹灯 小说'属于文学/小说领域，具体指向《鬼吹灯》这部小说作品。搜索结果'晚上 睡觉 吹灯 的 危害'属于健康/生活常识领域，讨论吹灯睡觉的危害。两者属于完全不同的超大行业/超大类目，毫无交集。第二步：检查是否存在一词多义导致的概念偷换。'鬼吹灯'是一个特定的小说名称，而搜索结果中的'吹灯'是字面意思的'吹灭灯'动作，这属于典型的一词多义（专有名词变普通动词短语）导致的概念偷换。根据判定大纲，这种情况应判为【query理解有误】。第三步：无需进入核心诉求与实体二维判断或严苛修饰词丢失检查，因为已在第一步确定完全跨界且存在多义词歧义。,95,True,鬼吹灯 小说 || 晚上 睡觉 吹灯 的 危害 || 老中医告诉你为什么睡觉前不能用力吹气。,
84.0,索尼 A7M4 微单,佳能 R6 Mark II 全画幅相机,佳能新一代水桶机的画质表现如何？,完全不相关,推荐同领域内容,第一步：宏观领域判断。查询'索尼 A7M4 微单'与结果'佳能 R6 Mark II 全画幅相机'均属于【数码相机/摄影器材】这一超大行业，宏观领域一致。第二步：核心诉求与实体二维判断。用户查询的核心动作/诉求是'寻找/了解特定型号的微单相机'，结果提供的也是'特定型号的全画幅相机'，核心动作/诉求完全一致（都是了解特定相机型号）。核心实体从'索尼 A7M4'替换为'佳能 R6 Mark II'，两者属于同分类下的兄弟实体（不同品牌的全画幅微单相机），符合竞品替换。这属于【推荐同领域内容（平行实体替换）】。第三步：严苛修饰词检查。查询中的'索尼'、'A7M4'、'微单'等核心主语/实体词在结果中均被替换，而非丢失修饰词（如具体年份、具体配件等）。根据判例3（剪映教程变PR教程），竞品替换属于同领域。,95,False,索尼 A7M4 微单 || 佳能 R6 Mark II 全画幅相机 || 佳能新一代水桶机的画质表现如何？,
85.0,烤箱 烤 鸡翅,空气炸锅 炸 薯条,无油低卡，懒人必备的厨房小家电食谱。,推荐同领域内容,推荐场景衍生内容,"1. 宏观领域判断：查询'烤箱 烤 鸡翅'与结果'空气炸锅 炸 薯条'都属于【厨房烹饪/家电食谱】超大行业，领域一致。
2. 核心诉求与实体二维分析：
   - 核心动作/诉求：查询是'烤'（烹饪方式），结果是'炸'（烹饪方式），动作从烤变为炸，发生了明显偏移。
   - 核心实体：查询是'鸡翅'（食材），结果是'薯条'（食材），实体从鸡翅变为薯条，属于同分类下的兄弟实体替换。
3. 综合判定：虽然实体替换属于同领域（都是食材），但核心烹饪动作从'烤'变为'炸'，这属于用户要解决的问题（任务/动作）发生了偏移。根据判定大纲，这符合【场景衍生】的定义：宏观领域一致，但核心动作/诉求发生了明显偏移。
4. 修饰词检查：没有丢失具体限制词/定语的情况。
5. 边界判断：烤箱和空气炸锅虽属不同厨房电器，但都是烹饪工具；烤和炸虽属不同烹饪方式，但都属于烹饪动作。这种偏移在厨房食谱场景中常见，但确实改变了用户的核心任务（从烤制变为油炸）。",85,False,烤箱 烤 鸡翅 || 空气炸锅 炸 薯条 || 无油低卡，懒人必备的厨房小家电食谱。,
86.0,潜伏 剧情 介绍,梅毒 的 潜伏期 有 多长,警惕危险信号，科普传染病的潜伏阶段。,query理解有误,query理解有误,第一步：分析宏观领域。用户搜索'潜伏 剧情 介绍'，核心意图是查询电视剧《潜伏》的剧情介绍，属于影视娱乐领域。搜索结果'梅毒 的 潜伏期 有 多长'是关于医学中疾病潜伏期的科普，属于医疗健康领域。两者属于完全不同的超大行业/超大类目，存在跨界。第二步：检查是否存在一词多义导致的概念偷换。'潜伏'一词在用户query中指电视剧名称，在搜索结果中指疾病的潜伏阶段，这属于典型的一词多义（专有名词变普通名词），导致概念被偷换。根据判定大纲，这种情况应判为【query理解有误】。第三步：确认没有涉及核心诉求与实体的二维判断或严苛修饰词丢失，因为第一步已明确跨界且存在多义词问题。,95,True,潜伏 剧情 介绍 || 梅毒 的 潜伏期 有 多长 || 警惕危险信号，科普传染病的潜伏阶段。,
87.0,麦当劳 优惠券,肯德基 疯狂星期四 菜单,KFC本周特价活动及新品尝鲜。,完全不相关,推荐场景衍生内容,"1. 宏观领域判断：查询'麦当劳 优惠券'与结果'肯德基 疯狂星期四 菜单'都属于【快餐/餐饮行业】这一超大行业，领域一致。
2. 核心诉求与实体分析：用户查询的核心诉求是获取'优惠券'（折扣/优惠信息），核心实体是'麦当劳'。结果提供的是'菜单'（产品列表/价格信息），核心实体是'肯德基'。
   - 实体变化：从麦当劳变为肯德基，属于同领域下的竞品替换（快餐品牌）。
   - 诉求变化：从'优惠券'（折扣获取）变为'菜单'（产品查看），用户要解决的任务发生了明显偏移。
3. 严苛修饰词检查：没有丢失具体限制词（如年份、型号等），主语（麦当劳/肯德基）是核心实体而非修饰词。
4. 综合判定：虽然实体替换符合'同领域'的竞品替换特征，但核心诉求从'获取优惠'变为'查看菜单'，任务目标发生了根本性偏移。根据判例对比，这更接近'场景衍生'（诉求/形式偏移）而非单纯的实体替换。",85,False,麦当劳 优惠券 || 肯德基 疯狂星期四 菜单 || KFC本周特价活动及新品尝鲜。,
88.0,狂飙 全集 免费看,高速 狂飙 180码 被 交警 拦下,无视交通法规，男子在高速上飙车被重罚。,query理解有误,query理解有误,1. 宏观领域判断：Query中的'狂飙'指电视剧名称，Title中的'狂飙'指高速飙车行为，两者属于完全不同的超大行业（影视娱乐 vs 交通违法），存在一词多义导致的概念偷换。2. 核心诉求分析：用户搜索的是观看电视剧全集，返回的是交通新闻，核心动作（观看影视内容 vs 查看社会新闻）和核心实体（电视剧 vs 交通事件）都完全不同。3. 修饰词检查：不涉及丢词问题，因为主语'狂飙'本身发生了多义歧义。4. 根据判定大纲第一步：存在'一词多义'导致的概念偷换，应判为【query理解有误】。,95,True,狂飙 全集 免费看 || 高速 狂飙 180码 被 交警 拦下 || 无视交通法规，男子在高速上飙车被重罚。,
89.0,上海 迪士尼 门票,香港 迪士尼 乐园 游玩 路线,带孩子去香港必打卡的梦幻童话世界。,丢词搜不准,推荐场景衍生内容,"1. 宏观领域判断：查询是“上海迪士尼门票”，标题是“香港迪士尼乐园游玩路线”。两者都属于【主题公园/旅游景点】这个超大行业，宏观领域一致。
2. 核心诉求与实体分析：查询的核心诉求是“购买门票”，核心实体是“上海迪士尼”。标题的核心诉求是“游玩路线规划”，核心实体是“香港迪士尼”。
   - 核心实体从“上海迪士尼”变为“香港迪士尼”，属于同分类下的兄弟实体替换（不同地点的迪士尼乐园）。
   - 核心诉求从“购买门票”变为“游玩路线规划”，用户的动作/任务发生了明显偏移（从购票行为变为游玩规划）。
3. 根据判定大纲：
   - 如果只有实体替换（上海变香港）而诉求不变，应判【推荐同领域内容】。
   - 但这里诉求也变了（门票变路线），这符合类别B【推荐场景衍生内容】的定义：核心实体可能没变（但这里实体也变了），但核心动作/诉求发生了偏移。
   - 参考判例4“流浪地球2导演→郭帆作品合集”：实体从电影变导演，诉求从找特定人物变找作品集，判为场景衍生。
   - 本案类似：实体从上海迪士尼变香港迪士尼，诉求从购票变路线规划，双重变化但诉求偏移是决定性因素。
4. 修饰词检查：没有丢失具体限制词（如“2024年”“成人票”等），主语“迪士尼门票”完整，不属于丢词搜不准。
5. 最终判断：虽然实体替换符合同领域特征，但核心诉求的偏移更关键，应归为【推荐场景衍生内容】。",85,False,上海 迪士尼 门票 || 香港 迪士尼 乐园 游玩 路线 || 带孩子去香港必打卡的梦幻童话世界。,
90.0,北欧 实木 餐桌,极简 玻璃 材质 餐桌,小户型餐厅家具搭配案例分享。,丢词搜不准,丢词搜不准,"1. 宏观领域判断：查询词'北欧 实木 餐桌'与结果'极简 玻璃 材质 餐桌'都属于【家具/家居用品】超大行业，领域一致。
2. 核心诉求与实体分析：用户核心诉求是寻找餐桌，核心实体是餐桌。查询词中'北欧'是风格修饰词，'实木'是材质修饰词。结果中'极简'是风格修饰词，'玻璃'是材质修饰词。
3. 严格区分原则应用：用户核心动作（找餐桌）没变，核心实体（餐桌）没变，但材质从'实木'变为'玻璃'，风格从'北欧'变为'极简'。这属于丢失了具体的材质和风格限制词，符合【严苛修饰词丢失检查】中'丢了具体限制词/定语'的定义。
4. 防坑红线检查：'餐桌'是主语，没有被丢失；丢失的是修饰主语的材质和风格定语。
5. 结论：符合【丢词搜不准（纵向降维）】类别，因为主语和核心动作未变，仅丢失了具体限制词。",95,True,北欧 实木 餐桌 || 极简 玻璃 材质 餐桌 || 小户型餐厅家具搭配案例分享。,
91.0,钢琴 考级 报名,钢琴 调音 师 是 怎么 工作的,探秘这个冷门却高薪的音乐幕后职业。,推荐场景衍生内容,推荐场景衍生内容,"1. 宏观领域判断：Query'钢琴考级报名'与Title'钢琴调音师是怎么工作的'都属于音乐/钢琴相关领域，属于同一个超大行业。
2. 核心诉求与实体分析：Query的核心诉求是'报名参加钢琴考级'（具体动作：报名），核心实体是'钢琴考级'。Title的核心诉求是'了解钢琴调音师的工作内容'（具体动作：了解工作），核心实体是'钢琴调音师'。虽然都涉及钢琴，但用户要解决的任务从'报名参加考试'偏移到了'了解职业工作内容'，核心动作和诉求发生了明显变化。
3. 修饰词检查：没有丢失具体限制词/定语的情况，主语从'钢琴考级'变成了'钢琴调音师'，属于核心实体变化。
4. 综合判断：这属于宏观领域一致但核心诉求/任务发生偏移的情况，符合'场景衍生'的定义。",85,True,钢琴 考级 报名 || 钢琴 调音 师 是 怎么 工作的 || 探秘这个冷门却高薪的音乐幕后职业。,
92.0,北京 环球影城 攻略,大阪 环球影城 必刷 项目,超级任天堂世界太好玩了！日本游记。,丢词搜不准,推荐同领域内容,"1. 宏观领域判断：双方都属于【主题公园/旅游攻略】超大行业，没有跨界。
2. 核心诉求与实体分析：用户query的核心诉求是获取攻略（游玩指南），核心实体是北京环球影城。搜索结果的核心诉求也是攻略（必刷项目推荐），但核心实体变成了大阪环球影城。
3. 关键判断点：用户的【核心动作/诉求】（获取攻略）完全一致，仅仅是【核心实体】从北京环球影城替换为同分类下的兄弟实体（大阪环球影城），属于平行实体替换。
4. 修饰词检查：没有丢失修饰主语的限制词（如“2024年攻略”、“带小孩攻略”等），主语本身从北京变为大阪属于实体替换而非修饰词丢失。
5. 结论：符合【推荐同领域内容（平行实体替换）】定义，与判例2（周杰伦演唱会→林俊杰演唱会）逻辑一致。",95,False,北京 环球影城 攻略 || 大阪 环球影城 必刷 项目 || 超级任天堂世界太好玩了！日本游记。,
